home_team,away_team,year,week,total_home_score,total_away_score
DAL,JAX,2002,12,21.0,19.0
SEA,KC,2002,12,39.0,32.0
NE,MIN,2002,12,24.0,17.0
HOU,NYG,2002,12,16.0,14.0
ARI,LV,2002,12,20.0,41.0
SF,PHI,2002,12,17.0,38.0
MIA,LAC,2002,12,30.0,3.0
WAS,LA,2002,12,20.0,17.0
BAL,TEN,2002,12,13.0,12.0
KC,ARI,2002,13,49.0,0.0
MIN,ATL,2002,13,24.0,30.0
CIN,BAL,2002,13,23.0,27.0
CLE,CAR,2002,13,6.0,13.0
GB,CHI,2002,13,30.0,20.0
LAC,DEN,2002,13,30.0,27.0
IND,HOU,2002,13,19.0,3.0
BUF,MIA,2002,13,38.0,21.0
DET,NE,2002,13,12.0,20.0
LV,NYJ,2002,13,26.0,20.0
JAX,PIT,2002,13,23.0,25.0
SF,SEA,2002,13,31.0,24.0
PHI,LA,2002,13,10.0,3.0
NO,TB,2002,13,23.0,20.0
NYG,TEN,2002,13,29.0,32.0
DAL,WAS,2002,13,27.0,20.0
TB,ATL,2002,14,34.0,10.0
NE,BUF,2002,14,27.0,17.0
MIA,CHI,2002,14,27.0,9.0
CAR,CIN,2002,14,52.0,31.0
JAX,CLE,2002,14,20.0,21.0
NYJ,DEN,2002,14,19.0,13.0
ARI,DET,2002,14,23.0,20.0
PIT,HOU,2002,14,6.0,24.0
TEN,IND,2002,14,27.0,17.0
GB,MIN,2002,14,26.0,22.0
BAL,NO,2002,14,25.0,37.0
WAS,NYG,2002,14,21.0,27.0
LAC,LV,2002,14,7.0,27.0
SEA,PHI,2002,14,20.0,27.0
DAL,SF,2002,14,27.0,31.0
KC,LA,2002,14,49.0,10.0
LA,ARI,2002,15,30.0,28.0
HOU,BAL,2002,15,19.0,23.0
PIT,CAR,2002,15,30.0,14.0
NYG,DAL,2002,15,37.0,7.0
SF,GB,2002,15,14.0,20.0
CLE,IND,2002,15,23.0,28.0
CIN,JAX,2002,15,15.0,29.0
DEN,KC,2002,15,31.0,24.0
NO,MIN,2002,15,31.0,32.0
TEN,NE,2002,15,24.0,7.0
CHI,NYJ,2002,15,20.0,13.0
MIA,LV,2002,15,23.0,17.0
BUF,LAC,2002,15,20.0,13.0
ATL,SEA,2002,15,24.0,30.0
DET,TB,2002,15,20.0,23.0
PHI,WAS,2002,15,34.0,21.0
GB,BUF,2002,16,10.0,0.0
CAR,CHI,2002,16,24.0,14.0
BAL,CLE,2002,16,13.0,14.0
LV,DEN,2002,16,28.0,16.0
ATL,DET,2002,16,36.0,15.0
WAS,HOU,2002,16,26.0,10.0
MIN,MIA,2002,16,20.0,17.0
CIN,NO,2002,16,20.0,13.0
IND,NYG,2002,16,27.0,44.0
NE,NYJ,2002,16,17.0,30.0
DAL,PHI,2002,16,3.0,27.0
TB,PIT,2002,16,7.0,17.0
KC,LAC,2002,16,24.0,22.0
ARI,SF,2002,16,14.0,17.0
SEA,LA,2002,16,30.0,10.0
JAX,TEN,2002,16,10.0,28.0
DEN,ARI,2002,17,37.0,7.0
CLE,ATL,2002,17,24.0,16.0
PIT,BAL,2002,17,34.0,31.0
NO,CAR,2002,17,6.0,10.0
BUF,CIN,2002,17,27.0,9.0
WAS,DAL,2002,17,20.0,14.0
NYJ,GB,2002,17,42.0,17.0
IND,JAX,2002,17,20.0,13.0
LV,KC,2002,17,24.0,0.0
NE,MIA,2002,17,27.0,24.0
DET,MIN,2002,17,36.0,38.0
NYG,PHI,2002,17,10.0,7.0
LAC,SEA,2002,17,28.0,31.0
LA,SF,2002,17,31.0,20.0
CHI,TB,2002,17,0.0,15.0
HOU,TEN,2002,17,3.0,13.0
GB,ATL,2002,18,7.0,27.0
PIT,CLE,2002,18,36.0,33.0
NYJ,IND,2002,18,41.0,0.0
SF,NYG,2002,18,39.0,38.0
PHI,ATL,2002,19,20.0,6.0
LV,NYJ,2002,19,30.0,10.0
TEN,PIT,2002,19,34.0,31.0
TB,SF,2002,19,31.0,6.0
PHI,TB,2002,20,10.0,27.0
LV,TEN,2002,20,41.0,24.0
TB,LV,2002,21,48.0,21.0
DET,ARI,2003,1,42.0,24.0
DAL,ATL,2003,1,13.0,27.0
PIT,BAL,2003,1,34.0,15.0
SF,CHI,2003,1,49.0,7.0
CIN,DEN,2003,1,10.0,30.0
MIA,HOU,2003,1,20.0,21.0
CLE,IND,2003,1,6.0,9.0
CAR,JAX,2003,1,24.0,23.0
GB,MIN,2003,1,25.0,30.0
BUF,NE,2003,1,31.0,0.0
SEA,NO,2003,1,27.0,10.0
WAS,NYJ,2003,1,16.0,13.0
TEN,LV,2003,1,25.0,20.0
KC,LAC,2003,1,27.0,14.0
NYG,LA,2003,1,23.0,13.0
PHI,TB,2003,1,0.0,17.0
JAX,BUF,2003,2,17.0,38.0
TB,CAR,2003,2,9.0,12.0
MIN,CHI,2003,2,24.0,13.0
LV,CIN,2003,2,23.0,20.0
BAL,CLE,2003,2,33.0,13.0
NYG,DAL,2003,2,32.0,35.0
LAC,DEN,2003,2,13.0,37.0
GB,DET,2003,2,31.0,6.0
NO,HOU,2003,2,31.0,10.0
NYJ,MIA,2003,2,10.0,21.0
PHI,NE,2003,2,10.0,31.0
KC,PIT,2003,2,41.0,20.0
ARI,SEA,2003,2,0.0,38.0
LA,SF,2003,2,27.0,24.0
IND,TEN,2003,2,33.0,7.0
ATL,WAS,2003,2,31.0,33.0
LAC,BAL,2003,3,10.0,24.0
MIA,BUF,2003,3,17.0,7.0
SF,CLE,2003,3,12.0,13.0
ARI,GB,2003,3,20.0,13.0
IND,JAX,2003,3,23.0,13.0
HOU,KC,2003,3,14.0,42.0
DET,MIN,2003,3,13.0,23.0
TEN,NO,2003,3,27.0,12.0
WAS,NYG,2003,3,21.0,24.0
NE,NYJ,2003,3,23.0,16.0
DEN,LV,2003,3,31.0,10.0
CIN,PIT,2003,3,10.0,17.0
SEA,LA,2003,3,24.0,23.0
ATL,TB,2003,3,10.0,31.0
LA,ARI,2003,4,37.0,13.0
CAR,ATL,2003,4,23.0,3.0
CLE,CIN,2003,4,14.0,21.0
NYJ,DAL,2003,4,6.0,17.0
DEN,DET,2003,4,20.0,16.0
CHI,GB,2003,4,23.0,38.0
NO,IND,2003,4,21.0,55.0
HOU,JAX,2003,4,24.0,20.0
BAL,KC,2003,4,10.0,17.0
WAS,NE,2003,4,20.0,17.0
BUF,PHI,2003,4,13.0,23.0
LV,LAC,2003,4,34.0,31.0
MIN,SF,2003,4,35.0,7.0
PIT,TEN,2003,4,13.0,30.0
DAL,ARI,2003,5,24.0,7.0
BUF,CIN,2003,5,22.0,16.0
PIT,CLE,2003,5,13.0,33.0
KC,DEN,2003,5,24.0,23.0
SF,DET,2003,5,24.0,17.0
TB,IND,2003,5,35.0,38.0
NYG,MIA,2003,5,10.0,23.0
ATL,MIN,2003,5,26.0,39.0
CAR,NO,2003,5,19.0,13.0
CHI,LV,2003,5,24.0,21.0
JAX,LAC,2003,5,27.0,21.0
GB,SEA,2003,5,35.0,13.0
NE,TEN,2003,5,38.0,30.0
PHI,WAS,2003,5,27.0,25.0
LA,ATL,2003,6,36.0,0.0
ARI,BAL,2003,6,18.0,26.0
NYJ,BUF,2003,6,30.0,3.0
IND,CAR,2003,6,20.0,23.0
NO,CHI,2003,6,20.0,13.0
TEN,HOU,2003,6,38.0,17.0
GB,KC,2003,6,34.0,40.0
JAX,MIA,2003,6,10.0,24.0
NE,NYG,2003,6,17.0,6.0
CLE,LV,2003,6,13.0,7.0
DAL,PHI,2003,6,23.0,21.0
DEN,PIT,2003,6,17.0,14.0
SEA,SF,2003,6,20.0,19.0
WAS,TB,2003,6,13.0,35.0
CIN,BAL,2003,7,34.0,26.0
SEA,CHI,2003,7,24.0,17.0
DET,DAL,2003,7,7.0,38.0
MIN,DEN,2003,7,28.0,20.0
LA,GB,2003,7,34.0,24.0
LV,KC,2003,7,10.0,17.0
MIA,NE,2003,7,13.0,19.0
ATL,NO,2003,7,17.0,45.0
HOU,NYJ,2003,7,14.0,19.0
NYG,PHI,2003,7,10.0,14.0
CLE,LAC,2003,7,20.0,26.0
SF,TB,2003,7,24.0,7.0
CAR,TEN,2003,7,17.0,37.0
BUF,WAS,2003,7,24.0,7.0
KC,BUF,2003,8,38.0,5.0
NO,CAR,2003,8,20.0,23.0
NE,CLE,2003,8,9.0,3.0
TB,DAL,2003,8,16.0,0.0
BAL,DEN,2003,8,26.0,6.0
CHI,DET,2003,8,24.0,16.0
IND,HOU,2003,8,30.0,21.0
LAC,MIA,2003,8,10.0,26.0
MIN,NYG,2003,8,17.0,29.0
PHI,NYJ,2003,8,24.0,17.0
CIN,SEA,2003,8,27.0,24.0
ARI,SF,2003,8,16.0,13.0
PIT,LA,2003,8,21.0,33.0
JAX,TEN,2003,8,17.0,30.0
HOU,CAR,2003,9,14.0,10.0
ARI,CIN,2003,9,17.0,14.0
MIN,GB,2003,9,27.0,30.0
MIA,IND,2003,9,17.0,23.0
BAL,JAX,2003,9,24.0,17.0
DEN,NE,2003,9,26.0,30.0
TB,NO,2003,9,14.0,17.0
NYJ,NYG,2003,9,28.0,31.0
DET,LV,2003,9,23.0,13.0
ATL,PHI,2003,9,16.0,23.0
SEA,PIT,2003,9,23.0,16.0
CHI,LAC,2003,9,20.0,7.0
SF,LA,2003,9,30.0,10.0
DAL,WAS,2003,9,21.0,14.0
PIT,ARI,2003,10,28.0,15.0
NYG,ATL,2003,10,7.0,27.0
LA,BAL,2003,10,33.0,22.0
DAL,BUF,2003,10,10.0,6.0
DET,CHI,2003,10,12.0,10.0
KC,CLE,2003,10,41.0,20.0
CIN,HOU,2003,10,34.0,27.0
JAX,IND,2003,10,28.0,23.0
TEN,MIA,2003,10,31.0,7.0
LAC,MIN,2003,10,42.0,28.0
LV,NYJ,2003,10,24.0,27.0
GB,PHI,2003,10,14.0,17.0
WAS,SEA,2003,10,27.0,20.0
CAR,TB,2003,10,27.0,24.0
CLE,ARI,2003,11,44.0,6.0
NO,ATL,2003,11,23.0,20.0
MIA,BAL,2003,11,9.0,6.0
NE,DAL,2003,11,12.0,0.0
SEA,DET,2003,11,35.0,14.0
TB,GB,2003,11,13.0,20.0
BUF,HOU,2003,11,10.0,12.0
TEN,JAX,2003,11,10.0,3.0
CIN,KC,2003,11,24.0,19.0
LV,MIN,2003,11,28.0,18.0
PHI,NYG,2003,11,28.0,10.0
IND,NYJ,2003,11,38.0,31.0
SF,PIT,2003,11,30.0,14.0
DEN,LAC,2003,11,37.0,8.0
CHI,LA,2003,11,21.0,23.0
CAR,WAS,2003,11,20.0,17.0
DAL,CAR,2003,12,24.0,20.0
DEN,CHI,2003,12,10.0,19.0
LAC,CIN,2003,12,27.0,34.0
MIN,DET,2003,12,24.0,14.0
BUF,IND,2003,12,14.0,17.0
NYJ,JAX,2003,12,13.0,10.0
HOU,NE,2003,12,20.0,23.0
PHI,NO,2003,12,33.0,20.0
TB,NYG,2003,12,19.0,13.0
KC,LV,2003,12,27.0,24.0
CLE,PIT,2003,12,6.0,13.0
BAL,SEA,2003,12,44.0,41.0
GB,SF,2003,12,20.0,10.0
ARI,LA,2003,12,27.0,30.0
ATL,TEN,2003,12,31.0,38.0
MIA,WAS,2003,12,24.0,23.0
CHI,ARI,2003,13,28.0,3.0
HOU,ATL,2003,13,17.0,13.0
NYG,BUF,2003,13,7.0,24.0
PIT,CIN,2003,13,20.0,24.0
SEA,CLE,2003,13,34.0,7.0
LV,DEN,2003,13,8.0,22.0
DET,GB,2003,13,22.0,14.0
LAC,KC,2003,13,24.0,28.0
DAL,MIA,2003,13,21.0,40.0
LA,MIN,2003,13,48.0,17.0
IND,NE,2003,13,34.0,38.0
WAS,NO,2003,13,20.0,24.0
CAR,PHI,2003,13,16.0,25.0
BAL,SF,2003,13,44.0,6.0
JAX,TB,2003,13,17.0,10.0
NYJ,TEN,2003,13,24.0,17.0
SF,ARI,2003,14,50.0,14.0
ATL,CAR,2003,14,20.0,14.0
GB,CHI,2003,14,34.0,21.0
BAL,CIN,2003,14,31.0,13.0
PHI,DAL,2003,14,36.0,10.0
JAX,HOU,2003,14,27.0,0.0
TEN,IND,2003,14,27.0,29.0
DEN,KC,2003,14,45.0,27.0
NE,MIA,2003,14,12.0,0.0
BUF,NYJ,2003,14,17.0,6.0
PIT,LV,2003,14,27.0,7.0
DET,LAC,2003,14,7.0,14.0
MIN,SEA,2003,14,34.0,7.0
CLE,LA,2003,14,20.0,26.0
NO,TB,2003,14,7.0,14.0
NYG,WAS,2003,14,7.0,20.0
IND,ATL,2003,15,38.0,7.0
LV,BAL,2003,15,20.0,12.0
TEN,BUF,2003,15,28.0,26.0
ARI,CAR,2003,15,17.0,20.0
DEN,CLE,2003,15,23.0,20.0
WAS,DAL,2003,15,0.0,27.0
KC,DET,2003,15,45.0,17.0
LAC,GB,2003,15,21.0,38.0
TB,HOU,2003,15,16.0,3.0
NE,JAX,2003,15,27.0,13.0
CHI,MIN,2003,15,13.0,10.0
NO,NYG,2003,15,45.0,7.0
MIA,PHI,2003,15,27.0,34.0
NYJ,PIT,2003,15,6.0,0.0
LA,SEA,2003,15,27.0,22.0
CIN,SF,2003,15,41.0,38.0
SEA,ARI,2003,16,28.0,10.0
TB,ATL,2003,16,28.0,30.0
CLE,BAL,2003,16,0.0,35.0
LA,CIN,2003,16,27.0,10.0
IND,DEN,2003,16,17.0,31.0
CAR,DET,2003,16,20.0,14.0
LV,GB,2003,16,7.0,41.0
MIN,KC,2003,16,45.0,20.0
BUF,MIA,2003,16,3.0,20.0
NYJ,NE,2003,16,16.0,21.0
JAX,NO,2003,16,20.0,19.0
DAL,NYG,2003,16,19.0,3.0
PIT,LAC,2003,16,40.0,24.0
PHI,SF,2003,16,28.0,31.0
HOU,TEN,2003,16,24.0,27.0
CHI,WAS,2003,16,27.0,24.0
NE,BUF,2003,17,31.0,0.0
NYG,CAR,2003,17,24.0,37.0
KC,CHI,2003,17,31.0,3.0
CIN,CLE,2003,17,14.0,22.0
NO,DAL,2003,17,13.0,7.0
GB,DEN,2003,17,31.0,3.0
HOU,IND,2003,17,17.0,20.0
ATL,JAX,2003,17,21.0,14.0
ARI,MIN,2003,17,18.0,17.0
MIA,NYJ,2003,17,23.0,21.0
LAC,LV,2003,17,21.0,14.0
WAS,PHI,2003,17,7.0,31.0
BAL,PIT,2003,17,13.0,10.0
SF,SEA,2003,17,17.0,24.0
DET,LA,2003,17,30.0,20.0
TEN,TB,2003,17,33.0,13.0
CAR,DAL,2003,18,29.0,10.0
IND,DEN,2003,18,41.0,10.0
GB,SEA,2003,18,33.0,27.0
BAL,TEN,2003,18,17.0,20.0
LA,CAR,2003,19,23.0,29.0
PHI,GB,2003,19,20.0,17.0
KC,IND,2003,19,31.0,38.0
NE,TEN,2003,19,17.0,14.0
PHI,CAR,2003,20,3.0,14.0
NE,IND,2003,20,24.0,14.0
NE,CAR,2003,21,32.0,29.0
LA,ARI,2004,1,17.0,10.0
SF,ATL,2004,1,19.0,21.0
CLE,BAL,2004,1,20.0,3.0
NYJ,CIN,2004,1,31.0,24.0
MIN,DAL,2004,1,35.0,17.0
CHI,DET,2004,1,16.0,20.0
CAR,GB,2004,1,14.0,24.0
NE,IND,2004,1,27.0,24.0
BUF,JAX,2004,1,10.0,13.0
DEN,KC,2004,1,34.0,24.0
PHI,NYG,2004,1,31.0,17.0
PIT,LV,2004,1,24.0,21.0
HOU,LAC,2004,1,20.0,27.0
NO,SEA,2004,1,7.0,21.0
WAS,TB,2004,1,16.0,10.0
MIA,TEN,2004,1,7.0,17.0
LV,BUF,2004,2,13.0,10.0
KC,CAR,2004,2,17.0,28.0
GB,CHI,2004,2,10.0,21.0
DAL,CLE,2004,2,19.0,12.0
JAX,DEN,2004,2,7.0,6.0
DET,HOU,2004,2,28.0,16.0
TEN,IND,2004,2,17.0,31.0
CIN,MIA,2004,2,16.0,13.0
PHI,MIN,2004,2,27.0,16.0
ARI,NE,2004,2,12.0,23.0
LAC,NYJ,2004,2,28.0,34.0
BAL,PIT,2004,2,30.0,13.0
TB,SEA,2004,2,6.0,10.0
NO,SF,2004,2,30.0,27.0
ATL,LA,2004,2,34.0,17.0
NYG,WAS,2004,2,20.0,14.0
ATL,ARI,2004,3,6.0,3.0
CIN,BAL,2004,3,9.0,23.0
MIN,CHI,2004,3,27.0,22.0
NYG,CLE,2004,3,27.0,10.0
WAS,DAL,2004,3,18.0,21.0
IND,GB,2004,3,45.0,31.0
KC,HOU,2004,3,21.0,24.0
TEN,JAX,2004,3,12.0,15.0
LA,NO,2004,3,25.0,28.0
DET,PHI,2004,3,13.0,30.0
MIA,PIT,2004,3,3.0,13.0
DEN,LAC,2004,3,23.0,13.0
SEA,SF,2004,3,34.0,0.0
LV,TB,2004,3,30.0,20.0
CAR,ATL,2004,4,10.0,27.0
PIT,CIN,2004,4,28.0,17.0
TB,DEN,2004,4,13.0,16.0
JAX,IND,2004,4,17.0,24.0
BAL,KC,2004,4,24.0,27.0
BUF,NE,2004,4,17.0,31.0
ARI,NO,2004,4,34.0,10.0
GB,NYG,2004,4,7.0,14.0
MIA,NYJ,2004,4,9.0,17.0
HOU,LV,2004,4,30.0,17.0
CHI,PHI,2004,4,9.0,19.0
SF,LA,2004,4,14.0,24.0
LAC,TEN,2004,4,38.0,17.0
CLE,WAS,2004,4,17.0,13.0
SF,ARI,2004,5,31.0,28.0
WAS,BAL,2004,5,10.0,17.0
NYJ,BUF,2004,5,16.0,14.0
DEN,CAR,2004,5,20.0,17.0
PIT,CLE,2004,5,34.0,23.0
ATL,DET,2004,5,10.0,17.0
LAC,JAX,2004,5,34.0,21.0
NE,MIA,2004,5,24.0,10.0
HOU,MIN,2004,5,28.0,34.0
DAL,NYG,2004,5,10.0,26.0
IND,LV,2004,5,35.0,14.0
SEA,LA,2004,5,27.0,33.0
NO,TB,2004,5,17.0,20.0
GB,TEN,2004,5,27.0,48.0
PHI,CAR,2004,6,30.0,8.0
CLE,CIN,2004,6,34.0,17.0
LV,DEN,2004,6,3.0,31.0
DET,GB,2004,6,10.0,38.0
TEN,HOU,2004,6,10.0,20.0
JAX,KC,2004,6,22.0,16.0
BUF,MIA,2004,6,20.0,13.0
NO,MIN,2004,6,31.0,38.0
DAL,PIT,2004,6,20.0,24.0
ATL,LAC,2004,6,21.0,20.0
NE,SEA,2004,6,30.0,20.0
NYJ,SF,2004,6,22.0,14.0
LA,TB,2004,6,28.0,21.0
CHI,WAS,2004,6,10.0,13.0
KC,ATL,2004,7,56.0,10.0
BAL,BUF,2004,7,20.0,6.0
TB,CHI,2004,7,19.0,7.0
GB,DAL,2004,7,41.0,20.0
CIN,DEN,2004,7,23.0,10.0
NYG,DET,2004,7,13.0,28.0
IND,JAX,2004,7,24.0,27.0
LV,NO,2004,7,26.0,31.0
NE,NYJ,2004,7,13.0,7.0
CLE,PHI,2004,7,31.0,34.0
CAR,LAC,2004,7,6.0,17.0
ARI,SEA,2004,7,25.0,17.0
MIA,LA,2004,7,31.0,14.0
MIN,TEN,2004,7,20.0,3.0
BUF,ARI,2004,8,38.0,14.0
DEN,ATL,2004,8,28.0,41.0
PHI,BAL,2004,8,15.0,10.0
SEA,CAR,2004,8,23.0,17.0
TEN,CIN,2004,8,27.0,20.0
DAL,DET,2004,8,31.0,21.0
WAS,GB,2004,8,14.0,28.0
KC,IND,2004,8,45.0,35.0
HOU,JAX,2004,8,20.0,6.0
NYJ,MIA,2004,8,41.0,14.0
PIT,NE,2004,8,34.0,20.0
MIN,NYG,2004,8,13.0,34.0
LAC,LV,2004,8,42.0,14.0
CHI,SF,2004,8,23.0,13.0
MIA,ARI,2004,9,23.0,24.0
NYG,CHI,2004,9,21.0,28.0
BAL,CLE,2004,9,27.0,13.0
CIN,DAL,2004,9,26.0,3.0
DEN,HOU,2004,9,31.0,13.0
TB,KC,2004,9,34.0,31.0
IND,MIN,2004,9,31.0,28.0
LA,NE,2004,9,22.0,40.0
LAC,NO,2004,9,43.0,17.0
BUF,NYJ,2004,9,22.0,17.0
CAR,LV,2004,9,24.0,27.0
PIT,PHI,2004,9,27.0,3.0
SF,SEA,2004,9,27.0,42.0
DET,WAS,2004,9,10.0,17.0
NYJ,BAL,2004,10,17.0,20.0
NE,BUF,2004,10,29.0,6.0
SF,CAR,2004,10,27.0,37.0
TEN,CHI,2004,10,17.0,19.0
WAS,CIN,2004,10,10.0,17.0
JAX,DET,2004,10,23.0,17.0
IND,HOU,2004,10,49.0,14.0
NO,KC,2004,10,27.0,20.0
GB,MIN,2004,10,34.0,31.0
ARI,NYG,2004,10,17.0,14.0
DAL,PHI,2004,10,21.0,49.0
CLE,PIT,2004,10,10.0,24.0
LA,SEA,2004,10,23.0,12.0
ATL,TB,2004,10,24.0,14.0
CAR,ARI,2004,11,35.0,10.0
NYG,ATL,2004,11,10.0,14.0
BAL,DAL,2004,11,30.0,10.0
NO,DEN,2004,11,13.0,34.0
MIN,DET,2004,11,22.0,19.0
HOU,GB,2004,11,13.0,16.0
CHI,IND,2004,11,10.0,41.0
SEA,MIA,2004,11,24.0,17.0
KC,NE,2004,11,19.0,27.0
CLE,NYJ,2004,11,7.0,10.0
CIN,PIT,2004,11,14.0,19.0
LV,LAC,2004,11,17.0,23.0
TB,SF,2004,11,35.0,3.0
BUF,LA,2004,11,37.0,17.0
JAX,TEN,2004,11,15.0,18.0
PHI,WAS,2004,11,28.0,6.0
NE,BAL,2004,12,24.0,3.0
SEA,BUF,2004,12,9.0,38.0
DAL,CHI,2004,12,21.0,7.0
CIN,CLE,2004,12,58.0,48.0
DET,IND,2004,12,9.0,41.0
MIN,JAX,2004,12,27.0,16.0
SF,MIA,2004,12,17.0,24.0
ATL,NO,2004,12,24.0,21.0
ARI,NYJ,2004,12,3.0,13.0
DEN,LV,2004,12,24.0,25.0
NYG,PHI,2004,12,6.0,27.0
KC,LAC,2004,12,31.0,34.0
GB,LA,2004,12,45.0,17.0
CAR,TB,2004,12,21.0,14.0
HOU,TEN,2004,12,31.0,21.0
PIT,WAS,2004,12,16.0,7.0
DET,ARI,2004,13,26.0,12.0
TB,ATL,2004,13,27.0,0.0
MIA,BUF,2004,13,32.0,42.0
NO,CAR,2004,13,21.0,32.0
BAL,CIN,2004,13,26.0,27.0
SEA,DAL,2004,13,39.0,43.0
LAC,DEN,2004,13,20.0,17.0
PHI,GB,2004,13,47.0,17.0
NYJ,HOU,2004,13,29.0,7.0
LV,KC,2004,13,27.0,34.0
CHI,MIN,2004,13,24.0,14.0
CLE,NE,2004,13,15.0,42.0
WAS,NYG,2004,13,31.0,7.0
JAX,PIT,2004,13,16.0,17.0
LA,SF,2004,13,16.0,6.0
IND,TEN,2004,13,51.0,24.0
JAX,CHI,2004,14,22.0,3.0
NE,CIN,2004,14,35.0,28.0
BUF,CLE,2004,14,37.0,7.0
GB,DET,2004,14,16.0,13.0
HOU,IND,2004,14,14.0,23.0
TEN,KC,2004,14,38.0,49.0
DEN,MIA,2004,14,20.0,17.0
DAL,NO,2004,14,13.0,27.0
BAL,NYG,2004,14,37.0,14.0
PIT,NYJ,2004,14,17.0,6.0
ATL,LV,2004,14,35.0,10.0
WAS,PHI,2004,14,14.0,17.0
MIN,SEA,2004,14,23.0,27.0
ARI,SF,2004,14,28.0,31.0
CAR,LA,2004,14,20.0,7.0
LAC,TB,2004,14,31.0,24.0
IND,BAL,2004,15,20.0,10.0
CIN,BUF,2004,15,17.0,33.0
ATL,CAR,2004,15,34.0,31.0
PHI,DAL,2004,15,12.0,7.0
KC,DEN,2004,15,45.0,17.0
CHI,HOU,2004,15,5.0,24.0
GB,JAX,2004,15,25.0,28.0
DET,MIN,2004,15,27.0,28.0
MIA,NE,2004,15,29.0,28.0
TB,NO,2004,15,17.0,21.0
NYG,PIT,2004,15,30.0,33.0
CLE,LAC,2004,15,0.0,21.0
NYJ,SEA,2004,15,37.0,14.0
ARI,LA,2004,15,31.0,7.0
LV,TEN,2004,15,40.0,35.0
SF,WAS,2004,15,16.0,26.0
SEA,ARI,2004,16,24.0,21.0
NO,ATL,2004,16,26.0,13.0
PIT,BAL,2004,16,20.0,7.0
SF,BUF,2004,16,7.0,41.0
TB,CAR,2004,16,20.0,37.0
DET,CHI,2004,16,19.0,13.0
MIA,CLE,2004,16,10.0,7.0
TEN,DEN,2004,16,16.0,37.0
MIN,GB,2004,16,31.0,34.0
JAX,HOU,2004,16,0.0,21.0
NYJ,NE,2004,16,7.0,23.0
CIN,NYG,2004,16,23.0,22.0
KC,LV,2004,16,31.0,30.0
LA,PHI,2004,16,20.0,7.0
IND,LAC,2004,16,34.0,31.0
DAL,WAS,2004,16,13.0,10.0
SEA,ATL,2004,17,28.0,26.0
PHI,CIN,2004,17,10.0,38.0
HOU,CLE,2004,17,14.0,22.0
NYG,DAL,2004,17,28.0,24.0
TEN,DET,2004,17,24.0,19.0
CHI,GB,2004,17,14.0,31.0
DEN,IND,2004,17,33.0,14.0
LV,JAX,2004,17,6.0,13.0
LAC,KC,2004,17,24.0,17.0
BAL,MIA,2004,17,30.0,23.0
WAS,MIN,2004,17,21.0,18.0
CAR,NO,2004,17,18.0,21.0
LA,NYJ,2004,17,32.0,29.0
BUF,PIT,2004,17,24.0,29.0
NE,SF,2004,17,21.0,7.0
ARI,TB,2004,17,12.0,7.0
IND,DEN,2004,18,49.0,24.0
GB,MIN,2004,18,17.0,31.0
LAC,NYJ,2004,18,17.0,20.0
SEA,LA,2004,18,20.0,27.0
NE,IND,2004,19,20.0,3.0
PHI,MIN,2004,19,27.0,14.0
PIT,NYJ,2004,19,20.0,17.0
ATL,LA,2004,19,47.0,17.0
PHI,ATL,2004,20,27.0,10.0
PIT,NE,2004,20,27.0,41.0
PHI,NE,2004,21,21.0,24.0
NYG,ARI,2005,1,42.0,19.0
WAS,CHI,2005,1,9.0,7.0
CLE,CIN,2005,1,13.0,27.0
LAC,DAL,2005,1,24.0,28.0
MIA,DEN,2005,1,34.0,10.0
DET,GB,2005,1,17.0,3.0
BUF,HOU,2005,1,22.0,7.0
BAL,IND,2005,1,7.0,24.0
CAR,NO,2005,1,20.0,23.0
KC,NYJ,2005,1,27.0,7.0
NE,LV,2005,1,30.0,20.0
ATL,PHI,2005,1,14.0,10.0
JAX,SEA,2005,1,26.0,14.0
SF,LA,2005,1,28.0,25.0
MIN,TB,2005,1,13.0,24.0
PIT,TEN,2005,1,34.0,7.0
SEA,ATL,2005,2,21.0,18.0
TEN,BAL,2005,2,25.0,10.0
TB,BUF,2005,2,19.0,3.0
GB,CLE,2005,2,24.0,26.0
CHI,DET,2005,2,38.0,6.0
IND,JAX,2005,2,10.0,3.0
LV,KC,2005,2,17.0,23.0
NYJ,MIA,2005,2,17.0,7.0
CIN,MIN,2005,2,37.0,8.0
CAR,NE,2005,2,27.0,17.0
NO,NYG,2005,2,10.0,27.0
HOU,PIT,2005,2,7.0,27.0
DEN,LAC,2005,2,20.0,17.0
PHI,SF,2005,2,42.0,3.0
ARI,LA,2005,2,12.0,17.0
DAL,WAS,2005,2,13.0,14.0
SEA,ARI,2005,3,37.0,12.0
BUF,ATL,2005,3,16.0,24.0
MIA,CAR,2005,3,27.0,24.0
CHI,CIN,2005,3,7.0,24.0
IND,CLE,2005,3,13.0,6.0
SF,DAL,2005,3,31.0,34.0
NYJ,JAX,2005,3,20.0,26.0
DEN,KC,2005,3,30.0,10.0
PIT,NE,2005,3,20.0,23.0
MIN,NO,2005,3,33.0,16.0
LAC,NYG,2005,3,45.0,23.0
PHI,LV,2005,3,23.0,20.0
GB,TB,2005,3,16.0,17.0
LA,TEN,2005,3,31.0,27.0
NO,BUF,2005,4,19.0,7.0
LV,DAL,2005,4,19.0,13.0
JAX,DEN,2005,4,7.0,20.0
TB,DET,2005,4,17.0,13.0
